time,sleepHours,firstThing,weather,goodBad,mood
6:45,6,Shower,Clear,True,refreshed
9:07,10,Dress,Rainy,False,happy
4:59,9,Exercise,Clear,False,sad
6:47,4,Phone,Snowy,False,tired
5:01,9,Meditate,Clear,False,sad
10:10,10,Shower,Snowy,True,tired
13:51,5,Meditate,Rainy,True,tired
5:11,13,Meditate,Clear,True,lazy
9:12,5,Dress,Clear,True,groggy
7:00,9,Shower,Rainy,False,sad
9:42,4,Phone,Rainy,True,refreshed
4:42,11,Eat,Rainy,True,groggy
5:11,7,Shower,Foggy,False,sad
13:05,7,Shower,Rainy,True,lazy
10:38,13,Exercise,Clear,True,lazy
6:42,14,Shower,Clear,False,tired
9:59,14,Shower,Foggy,False,sad
6:53,9,Shower,Snowy,False,tired
4:13,5,Phone,Clear,True,lazy
7:53,10,Phone,Rainy,False,tired
11:18,13,Exercise,Cloudy,True,groggy
8:41,10,Phone,Rainy,True,refreshed
9:42,7,Meditate,Rainy,False,tired
12:49,7,Eat,Foggy,True,lazy
6:42,5,Eat,Cloudy,True,lazy
5:27,7,Shower,Sunny,True,lazy
8:27,11,Eat,Cloudy,True,refreshed
6:07,12,Eat,Clear,False,refreshed
5:48,6,Shower,Snowy,False,sad
5:03,9,Eat,Rainy,True,refreshed
12:54,9,Phone,Clear,False,lazy
11:40,7,Exercise,Rainy,False,lazy
13:46,13,Phone,Hail,True,happy
7:45,4,Dress,Rainy,False,groggy
6:04,7,Exercise,Clear,False,refreshed
6:54,7,Meditate,Sunny,False,sad
11:32,6,Eat,Clear,False,groggy
12:44,14,Shower,Rainy,True,refreshed
10:06,4,Phone,Sunny,True,lazy
12:42,12,Meditate,Rainy,False,lazy
8:13,4,Shower,Clear,True,groggy
10:30,10,Shower,Snowy,False,groggy
6:17,11,Dress,Cloudy,True,refreshed
9:26,4,Phone,Clear,True,happy
7:13,13,Eat,Cloudy,False,happy
9:48,13,Exercise,Cloudy,True,refreshed
4:56,4,Meditate,Clear,True,sad
12:42,11,Shower,Clear,False,sad
13:31,14,Dress,Clear,False,refreshed
9:00,11,Exercise,Clear,True,groggy
4:03,11,Meditate,Clear,False,tired
10:23,8,Phone,Sunny,True,lazy
6:26,4,Shower,Cloudy,False,groggy
11:12,4,Eat,Cloudy,False,refreshed
13:47,6,Meditate,Clear,True,lazy
5:08,14,Eat,Clear,False,tired
12:18,11,Shower,Sunny,False,tired
5:01,6,Shower,Rainy,False,sad
5:50,11,Eat,Cloudy,False,lazy
10:39,12,Eat,Hail,True,groggy
9:58,13,Shower,Foggy,True,sad
10:28,13,Meditate,Rainy,True,sad
7:00,4,Phone,Cloudy,False,lazy
4:06,7,Meditate,Cloudy,False,tired
8:05,4,Dress,Sunny,False,tired
4:50,13,Phone,Clear,False,sad
10:30,14,Phone,Rainy,True,happy
13:40,11,Meditate,Snowy,True,refreshed
13:00,14,Phone,Foggy,True,refreshed
5:01,12,Dress,Rainy,True,happy
8:27,14,Shower,Foggy,True,tired
10:49,11,Eat,Clear,True,refreshed
10:54,10,Meditate,Rainy,True,sad
9:20,10,Eat,Cloudy,True,happy
5:57,10,Shower,Clear,False,sad
11:46,9,Eat,Cloudy,True,lazy
5:35,13,Exercise,Sunny,True,refreshed
12:25,14,Phone,Hail,False,sad
11:48,11,Dress,Clear,False,groggy
9:58,14,Shower,Clear,True,happy
13:06,9,Eat,Snowy,True,happy
4:25,4,Dress,Clear,False,happy
12:16,9,Exercise,Foggy,True,refreshed
9:55,6,Dress,Cloudy,True,lazy
9:01,10,Eat,Rainy,True,lazy
5:42,13,Dress,Sunny,False,refreshed
11:53,14,Phone,Cloudy,True,lazy
5:23,9,Eat,Sunny,True,tired
4:25,12,Dress,Rainy,False,sad
8:48,10,Eat,Sunny,True,sad
10:39,10,Dress,Hail,True,lazy
12:45,10,Shower,Rainy,True,sad
6:46,6,Dress,Cloudy,True,refreshed
12:19,9,Dress,Clear,True,tired
10:10,4,Dress,Clear,False,refreshed
6:32,12,Exercise,Clear,False,refreshed
12:59,5,Meditate,Rainy,True,sad
10:14,7,Shower,Cloudy,True,refreshed
4:02,14,Eat,Sunny,False,lazy
12:41,8,Dress,Hail,True,lazy
12:14,11,Meditate,Cloudy,False,refreshed
7:42,14,Eat,Clear,False,refreshed
10:44,7,Eat,Snowy,True,groggy
10:14,11,Eat,Clear,True,happy
10:40,9,Phone,Sunny,True,refreshed
9:05,14,Exercise,Clear,True,tired
11:44,12,Shower,Rainy,False,refreshed
4:20,13,Phone,Foggy,True,happy
13:30,14,Phone,Rainy,True,refreshed
4:58,8,Meditate,Clear,True,groggy
11:39,12,Shower,Clear,True,refreshed
11:35,12,Shower,Cloudy,False,refreshed
13:08,13,Dress,Sunny,False,happy
7:11,8,Phone,Clear,True,groggy
10:01,8,Shower,Rainy,True,happy
5:12,11,Exercise,Clear,True,sad
7:20,7,Shower,Clear,True,tired
7:11,5,Dress,Rainy,False,happy
4:07,13,Phone,Snowy,False,tired
5:26,13,Eat,Rainy,False,tired
10:36,4,Phone,Cloudy,True,happy
8:15,7,Shower,Sunny,False,lazy
8:40,13,Dress,Rainy,True,refreshed
5:29,7,Meditate,Sunny,False,groggy
7:28,6,Shower,Rainy,True,happy
8:35,10,Dress,Rainy,True,lazy
10:24,4,Shower,Sunny,True,refreshed
7:18,4,Eat,Rainy,True,tired
5:03,8,Exercise,Clear,True,sad
7:08,5,Eat,Snowy,True,refreshed
6:21,12,Eat,Sunny,True,sad
6:30,4,Meditate,Rainy,True,lazy
7:50,7,Phone,Cloudy,True,sad
11:11,8,Phone,Clear,True,lazy
11:18,9,Shower,Sunny,False,tired
4:48,7,Dress,Cloudy,True,groggy
5:53,12,Phone,Rainy,True,groggy
4:40,9,Eat,Clear,True,happy
9:45,13,Dress,Rainy,True,happy
12:50,7,Phone,Rainy,False,tired
13:48,12,Meditate,Clear,True,lazy
5:52,13,Meditate,Hail,False,refreshed
10:31,13,Dress,Cloudy,False,tired
12:42,11,Meditate,Clear,True,tired
11:53,6,Shower,Cloudy,False,tired
11:30,7,Eat,Rainy,True,refreshed
13:16,4,Phone,Clear,False,sad
12:57,6,Exercise,Rainy,False,happy
12:06,7,Eat,Sunny,False,tired
13:50,10,Dress,Cloudy,True,groggy
9:45,9,Exercise,Clear,False,sad
11:01,14,Shower,Foggy,True,refreshed
13:08,5,Shower,Rainy,True,lazy
8:02,13,Exercise,Rainy,False,sad
10:47,5,Phone,Clear,True,refreshed
4:37,5,Shower,Cloudy,True,tired
5:09,12,Meditate,Rainy,True,lazy
4:14,10,Dress,Cloudy,False,lazy
5:59,6,Dress,Foggy,False,tired
7:50,5,Exercise,Clear,False,lazy
5:56,4,Dress,Snowy,False,tired
8:49,9,Dress,Clear,True,tired
12:43,7,Eat,Rainy,True,refreshed
7:02,9,Exercise,Sunny,False,tired
11:56,5,Eat,Snowy,True,happy
8:23,4,Shower,Rainy,True,groggy
11:36,8,Phone,Rainy,False,groggy
8:57,7,Meditate,Clear,False,sad
4:10,13,Exercise,Clear,True,sad
5:44,10,Shower,Snowy,False,refreshed
5:57,6,Meditate,Clear,True,sad
5:04,12,Dress,Sunny,False,tired
5:07,7,Shower,Hail,True,tired
6:41,4,Phone,Clear,False,sad
12:29,5,Meditate,Clear,False,tired
13:57,4,Shower,Clear,False,lazy
11:30,4,Exercise,Sunny,True,sad
12:16,6,Phone,Snowy,False,happy
8:19,5,Shower,Snowy,False,groggy
8:21,5,Meditate,Rainy,True,lazy
4:33,8,Shower,Clear,True,groggy
9:34,13,Shower,Rainy,True,refreshed
6:03,12,Phone,Rainy,False,refreshed
13:50,7,Meditate,Foggy,True,tired
6:31,14,Phone,Rainy,False,refreshed
12:22,4,Dress,Clear,True,groggy
13:52,14,Exercise,Clear,False,lazy
5:37,6,Exercise,Clear,False,tired
10:16,11,Shower,Sunny,True,happy
5:01,7,Exercise,Rainy,True,groggy
9:48,12,Dress,Rainy,True,sad
6:58,6,Eat,Clear,True,sad
7:19,9,Shower,Clear,True,refreshed
6:45,4,Shower,Hail,True,lazy
7:33,11,Meditate,Hail,False,happy
11:43,6,Eat,Sunny,False,refreshed
9:59,9,Eat,Sunny,True,groggy
8:07,6,Shower,Snowy,True,tired
10:39,14,Phone,Hail,True,happy
5:55,10,Eat,Cloudy,True,refreshed
6:15,5,Meditate,Cloudy,False,lazy
4:22,11,Exercise,Sunny,True,lazy
7:55,12,Meditate,Foggy,False,sad
9:54,12,Shower,Cloudy,False,refreshed
6:40,12,Phone,Foggy,False,groggy
9:56,4,Phone,Cloudy,True,happy
12:26,14,Dress,Clear,True,refreshed
7:59,12,Eat,Rainy,True,refreshed
10:26,14,Dress,Rainy,True,groggy
4:08,5,Meditate,Cloudy,True,sad
5:36,10,Shower,Sunny,False,lazy
11:00,10,Shower,Clear,False,sad
8:28,9,Eat,Cloudy,False,sad
7:46,14,Meditate,Clear,True,sad
6:46,7,Shower,Sunny,True,sad
10:20,12,Eat,Clear,False,groggy
6:56,12,Shower,Foggy,True,sad
13:16,7,Meditate,Clear,True,happy
5:10,9,Dress,Sunny,True,tired
13:34,6,Shower,Clear,False,tired
7:08,5,Dress,Foggy,False,groggy
10:34,6,Exercise,Clear,False,happy
7:18,4,Exercise,Sunny,False,groggy
13:05,9,Exercise,Rainy,False,groggy
7:45,8,Shower,Clear,False,groggy
10:06,10,Exercise,Rainy,False,sad
7:21,6,Shower,Snowy,True,lazy
9:27,14,Meditate,Snowy,True,sad
7:34,4,Meditate,Snowy,True,tired
12:23,11,Phone,Clear,True,groggy
11:38,9,Dress,Foggy,False,sad
5:51,13,Shower,Clear,True,lazy
8:10,14,Phone,Foggy,False,happy
10:28,6,Eat,Rainy,False,tired
9:43,14,Phone,Clear,False,lazy
13:46,8,Dress,Clear,True,refreshed
10:25,14,Dress,Clear,False,lazy
7:20,9,Phone,Snowy,True,tired
9:07,10,Dress,Cloudy,False,tired
9:46,9,Dress,Rainy,True,tired
10:21,10,Eat,Rainy,True,lazy
10:14,10,Eat,Cloudy,False,lazy
8:10,7,Shower,Hail,True,sad
9:45,10,Dress,Foggy,True,happy
12:13,14,Exercise,Sunny,True,refreshed
9:44,10,Phone,Rainy,True,refreshed
12:52,11,Shower,Clear,False,tired
6:23,13,Dress,Clear,False,refreshed
10:50,14,Shower,Snowy,True,happy
13:52,8,Eat,Clear,True,sad
9:26,14,Exercise,Sunny,True,sad
12:56,13,Eat,Clear,False,lazy
13:11,7,Shower,Snowy,True,tired
10:06,5,Shower,Hail,False,refreshed
8:19,9,Phone,Clear,True,groggy
11:56,10,Phone,Cloudy,False,lazy
10:56,9,Shower,Snowy,True,tired
12:59,14,Meditate,Rainy,True,lazy
5:40,7,Meditate,Clear,False,refreshed
9:36,9,Meditate,Rainy,True,groggy
7:04,5,Exercise,Clear,True,tired
8:51,10,Exercise,Clear,False,lazy
9:04,8,Meditate,Clear,True,sad
6:58,14,Shower,Clear,True,sad
5:07,12,Meditate,Rainy,False,refreshed
10:22,4,Phone,Clear,False,sad
4:29,14,Shower,Clear,False,lazy
10:26,11,Eat,Clear,True,refreshed
7:23,9,Phone,Rainy,False,happy
11:18,8,Phone,Sunny,True,refreshed
8:44,5,Shower,Rainy,True,refreshed
9:38,12,Dress,Clear,True,lazy
6:47,4,Eat,Clear,False,sad
9:58,13,Phone,Snowy,False,groggy
13:04,14,Meditate,Foggy,False,lazy
10:34,8,Eat,Clear,False,groggy
13:53,4,Meditate,Foggy,False,sad
13:38,4,Eat,Snowy,True,happy
4:18,9,Meditate,Rainy,False,lazy
6:59,7,Meditate,Clear,True,lazy
7:18,11,Shower,Cloudy,False,lazy
4:13,14,Meditate,Rainy,False,happy
8:15,14,Exercise,Foggy,False,refreshed
9:04,12,Eat,Sunny,True,happy
8:38,13,Meditate,Cloudy,True,sad
10:44,5,Eat,Hail,True,tired
5:31,7,Phone,Sunny,False,happy
11:30,5,Exercise,Snowy,False,lazy
13:17,8,Phone,Rainy,False,sad
5:34,6,Meditate,Clear,False,sad
5:49,10,Shower,Snowy,True,tired
12:36,7,Eat,Cloudy,True,lazy
6:21,6,Shower,Rainy,True,sad
12:41,8,Phone,Clear,True,happy
6:24,4,Meditate,Rainy,True,sad
12:53,8,Phone,Clear,False,happy
11:16,4,Eat,Cloudy,False,groggy
4:44,14,Exercise,Clear,True,groggy
10:57,9,Shower,Sunny,True,sad
7:53,8,Dress,Sunny,False,lazy
4:23,14,Phone,Hail,False,refreshed
11:58,11,Shower,Rainy,False,sad
12:50,9,Eat,Cloudy,True,happy
6:20,7,Shower,Cloudy,False,refreshed
7:43,7,Phone,Rainy,True,sad
5:43,5,Dress,Cloudy,False,groggy
9:50,9,Dress,Snowy,True,tired
4:31,7,Phone,Snowy,True,groggy
13:55,8,Dress,Clear,True,refreshed
5:18,6,Shower,Foggy,True,groggy
13:03,5,Phone,Sunny,True,sad
12:15,9,Shower,Sunny,False,sad
11:11,14,Eat,Rainy,False,lazy
8:31,5,Shower,Clear,True,refreshed
7:40,4,Phone,Clear,False,groggy
7:17,11,Phone,Hail,True,tired
5:23,14,Exercise,Snowy,True,refreshed
11:36,6,Phone,Clear,False,lazy
5:30,6,Eat,Rainy,False,refreshed
10:27,8,Shower,Clear,True,tired
13:49,8,Shower,Sunny,True,tired
8:05,7,Meditate,Sunny,True,sad
8:45,6,Dress,Rainy,False,refreshed
4:52,8,Shower,Cloudy,True,sad
4:28,5,Phone,Rainy,True,happy
5:25,4,Phone,Rainy,False,tired
6:42,8,Shower,Cloudy,True,groggy
4:21,8,Eat,Clear,False,tired
13:41,5,Dress,Cloudy,True,lazy
